Interest / Discount on Advances / Bills,Income from Investments,Interest on Balance with RBI and Other Inter-Bank funds,Others,Total Income,Payments to and Provisions for Employees,Operating Expenses (excludes Employee Cost & Depreciation),Total Provisions and Contingencies,Total Expenditure,Net Profit / Loss for The Year,Total Reserves and Surplus,Total ShareHolders Funds,Deposits,Borrowings,Other Liabilities and Provisions,Cash and Balances with Reserve Bank of India,Balances with Banks Money at Call and Short Notice,Investments,Advances,Fixed Assets,Other Assets,Capital Adequacy Ratios (%),Tier 1 (%),Tier 2 (%),a) % of Share by Govt.,i) % of Gross NPA,ii) % of Net NPA,Return on Assets %,Cash EPS (Rs.),Book Value [Incl. Reval Reserve]/Share (Rs.),Operating Revenue / Share (Rs.),Net Profit/Share (Rs.),Interest Income/ Employee (Rs.),Net Profit/ Employee (Rs.),Business/ Employee (Rs.),Interest Income/ Branch (Rs.),Net Profit/ Branches (Rs.),Business/ Branches (Rs.),ROCE (%),CASA (%),Net Profit Margin (%),Operating Profit Margin (%),Return on Assets (%),Net Interest Margin (X),Cost to Income (%),Interest Income/Total Assets (%),Non-Interest Income/Total Assets (%),Operating Profit/Total Assets (%),Operating Expenses/Total Assets (%),Interest Expenses/Total Assets (%),EV Per Net Sales (X),Price To Book Value (X),Price To Sales (X),Retention Ratios (%),rank
0.0497953867031697,0.0146776939493741,0.0034774414809643,0.000577934004557,0.0745170880094507,0.0087836000072993,0.006063232561355,0.0198795754673122,0.0845008081714087,-0.0099837201619579,0.0495090840112472,0.0508490927564156,0.841109695592622,0.0837546701056655,0.0221491088095003,0.0556826272192209,0.106867013186598,0.194861789761057,0.588917439547577,0.0139041093880246,0.0397670208975223,12.01,9.03,2.98,73.72,13.07,7.79,-0.94,-71.0,379.47,511.4,-74.5,0.0,0.0,0.0,82325113.26,-11993716.76,1717930805.59,1.01,25.87,-14.56,-23.3,-0.99,1.92,47.23,6.85,0.59,-1.59,1.53,4.93,12.87,0.26,0.19,100.0,2
0.0512013491046096,0.0151930564610416,0.0034641308544579,0.0003371436159717,0.0770369849084308,0.0080585712804261,0.0045536935514361,0.0093403441447727,0.0742748607979443,0.0027621241104865,0.0497514165882869,0.0508273054035301,0.859719663442777,0.0647442783694578,0.024708752784235,0.0439148672527923,0.0795762700029817,0.193619643943757,0.649793107380896,0.0095127708236732,0.0235833405958993,10.73,8.17,2.56,64.43,5.39,3.36,0.03,29.96,472.42,652.44,25.67,9587176.6,377245.03,206166041.94,88777412.1,3493295.18,1909100919.87,1.24,22.29,3.93,-5.81,0.27,1.83,29.09,7.01,0.68,-0.4,1.3,5.18,12.84,0.41,0.3,80.56,0
0.0473128814833191,0.0146634747069995,0.0034951225614115,0.0006673003132293,0.0736264158040385,0.0069630464721832,0.0043274466311531,0.0099332298423804,0.0688648724280352,0.0047615433760032,0.0510826598221672,0.0522044515066726,0.832139227083785,0.0844876796567701,0.0311686417527724,0.033275935282913,0.0738129332985804,0.199152811754283,0.646789739252346,0.010094485216251,0.0368740951956261,9.97,7.24,2.73,66.7,3.15,2.0,0.51,45.99,465.37,589.58,42.45,20455457.83,1472654.18,457404408.35,81527096.77,5869397.85,1823027075.27,1.51,22.94,7.19,-4.12,0.47,1.88,29.36,6.61,0.74,-0.27,1.16,4.72,13.74,0.49,0.39,88.22,2
0.051124770085341,0.016043341498257,0.0027772038135343,0.0005556528692536,0.0788218197186265,0.0069167061125925,0.0044567783419419,0.0104045994244135,0.0727473091633209,0.0060745326497375,0.0515275515798932,0.0528458158625295,0.843652883924339,0.0781426589747406,0.0253586412383911,0.048534927054791,0.0726217906953807,0.209042999122939,0.639341053893799,0.0063413891988983,0.0241178400341915,11.02,8.2,2.82,64.11,2.99,2.06,0.65,49.16,400.88,534.81,46.08,7571045.65,652338.68,159257600.51,74345128.15,6405746.97,1563856204.8,1.69,25.64,8.61,-3.18,0.6,1.99,28.14,7.05,0.83,-0.22,1.17,5.05,12.95,0.75,0.57,78.29,0
0.0474354191749531,0.0090443338564616,0.0022062393707653,0.0010949649555592,0.0700331968209563,0.0089739423543248,0.0112825636509658,0.0058127039880525,0.0666826555935806,0.0033505412273757,0.0902861832511402,0.106033107951685,0.619670628734069,0.226901287828244,0.0473949440612245,0.0284936944455102,0.118070180516179,0.163080643867299,0.568951854506547,0.006703313613971,0.114700313050493,17.4,11.6,5.8,0.0,13.93,4.53,0.4,0.58,13.47,7.59,0.43,7813813.89,437941.51,155361753.1,169550011.59,9502784.31,3371156186.27,0.96,31.11,5.6,-11.54,0.33,2.04,39.01,5.97,1.02,-0.69,2.15,3.93,15.3,0.91,1.62,100.0,2
0.0608386396028672,0.0097976268939588,0.0012138138397881,0.0014175479761355,0.0854804533857721,0.0088848263107081,0.0109979145126007,0.0308526889597557,0.098137413758002,-0.0126569969295843,0.103038183023445,0.121357000223402,0.595689807484219,0.233780918428222,0.0491722373068021,0.0249057578820306,0.0822392052255667,0.158363352100295,0.610116619057415,0.0078544572755478,0.116520571901791,17.5,11.3,6.2,0.0,15.41,5.88,-5.7,-1.24,13.25,8.0,-1.38,8999477.01,-1554659.45,148109400.99,187306871.96,-32357257.94,3082613420.56,1.91,26.13,-17.27,-33.94,-1.26,2.71,60.86,7.32,1.22,-2.48,2.11,4.61,12.93,1.18,1.95,100.0,0
0.082463033728208,0.0165262804985608,0.000815934969087,0.0012959469088798,0.14708743369389,0.0100837802352058,0.0147141733687079,0.109959580636498,0.210765927778216,-0.063678494084326,0.0745313949373479,0.0842669570733731,0.408661516027884,0.441344526785644,0.0657269613273897,0.0230529069656496,0.0094611920275819,0.170326783564726,0.664954962809935,0.0039138271519513,0.128290366265865,8.5,6.5,2.0,0.0,16.8,5.03,-5.1,-12.81,17.31,20.77,-13.08,11346626.0,-7146663.91,120492420.54,229661708.37,-144652255.51,2438830288.11,4.95,26.63,-62.98,-108.47,-6.36,2.63,92.5,10.11,4.59,-10.96,2.6,7.47,9.26,1.3,1.08,102.82,1
0.0601918717928444,0.0158823643868802,0.0010439671202218,0.0006725115556002,0.0898438781137336,0.0064852948525044,0.0091720849961545,0.0168439842251387,0.0853266465379729,0.0045172315757606,0.0694311265425902,0.0706469305930314,0.597674734380781,0.28470761344999,0.0469707215761984,0.0283534611079905,0.0422548954553202,0.235073209385794,0.634146545128451,0.0021453357577815,0.0580265269059634,16.5,11.3,5.2,0.0,3.22,1.86,0.5,8.73,116.22,127.97,7.43,14016250.62,813909.35,221948232.49,264506672.32,15359632.14,4188480216.07,2.24,33.06,5.8,-9.68,0.45,2.57,37.05,7.77,1.2,-0.75,1.64,5.2,13.13,2.37,2.15,63.81,0
0.0495389917476834,0.0131303817368527,0.0016517115299431,0.0005459510391568,0.0815862345317072,0.0070057635633211,0.0089388040670119,0.011277323156415,0.0680652567999037,0.013520945726232,0.0809667026836031,0.0824408473026984,0.642473921860317,0.239701183181968,0.0353840796605873,0.0365687658907662,0.042594998937415,0.218914716673879,0.651421751498501,0.0026641117685766,0.0478356552308626,18.4,13.2,5.2,0.0,1.28,0.64,1.6,19.35,111.85,88.01,18.34,11112743.5,2316352.51,221664661.91,184249287.27,38405124.55,3675200094.55,2.57,36.45,20.84,-4.93,1.35,2.47,34.27,6.48,1.67,-0.31,1.66,4.01,16.5,2.73,3.46,87.0,1
0.0567738051795053,0.017654800578369,0.0011988286799325,0.0007449551734232,0.0957007702783484,0.0083931957195929,0.0099518775976481,0.0116592157199723,0.0802162485692359,0.0154845217091125,0.100425825509467,0.102548443243167,0.664344430147654,0.179515876319493,0.0535912502896867,0.0323262000655445,0.0585760935835928,0.232641209947442,0.61500385566962,0.0031783700096233,0.0582742707241777,17.0,13.3,3.7,0.0,1.52,0.81,1.8,76.7,483.13,359.81,72.95,8161313.64,1654706.29,136713805.52,164246437.0,33300964.0,2751365336.0,2.86,36.3,20.27,-5.03,1.54,2.69,32.18,7.63,1.93,-0.38,1.91,4.94,14.93,3.21,4.31,100.0,2
0.0587636428414492,0.0212279899101682,0.0006809734834831,0.0012175108815677,0.098301190808056,0.007846867010671,0.0094939950712622,0.0106681206686949,0.0829351155225467,0.0153660752855093,0.0808773702539479,0.0834219746524654,0.676008863668007,0.191566784202262,0.0490023774772649,0.0349512333068765,0.0147779838259418,0.295518953651023,0.594263001108352,0.0028483013874638,0.0576405872298048,16.5,10.7,5.8,0.0,0.76,0.29,1.7,63.02,327.84,321.82,60.39,9022294.6,1692964.4,139952973.4,157365603.49,29528448.84,2441040233.72,2.73,28.05,18.76,-1.27,1.53,2.76,29.17,8.18,1.64,-0.1,1.8,5.42,12.85,2.64,2.69,83.44,2
0.0588680756707716,0.025781151720113,0.0003149729812813,1.75515370776955e-05,0.100010420766156,0.007194367704408,0.008959362022924,0.0091372273902972,0.0852835795970651,0.0147268411690909,0.0827070286415382,0.0857747288856661,0.669571678604772,0.192555783594982,0.0520978089145799,0.0384859676929811,0.0170117722345111,0.34225673551251,0.554818187005532,0.0023424325446328,0.0450849784472265,15.6,11.5,4.1,0.0,0.41,0.12,1.6,50.04,279.6,277.02,48.01,10704908.88,1855098.43,154232807.03,183391545.17,31780687.8,2642245077.65,2.51,23.11,17.32,-0.35,1.47,2.56,25.91,8.49,1.5,-0.03,1.67,5.93,12.64,2.92,2.95,81.25,2
0.0599912177859739,0.0313207838974519,0.0002191425664117,2.77024089813044e-05,0.107350779185291,0.007195287948654,0.0082768743867287,0.0098168347906298,0.0925109105754313,0.0148398686098591,0.0620195478104593,0.0653276007081176,0.680562146089113,0.195515622094744,0.0585947228378567,0.0416597448864976,0.0123844444919401,0.375636960480679,0.510320202238593,0.0026919953522329,0.0573066525500572,14.4,9.8,4.6,0.0,0.31,0.05,1.6,46.61,197.48,276.77,44.86,11342445.57,1838386.59,147528383.52,178238430.36,28888932.14,2318303169.64,2.61,22.03,16.2,-1.03,1.48,2.49,24.09,9.15,1.57,-0.09,1.6,6.66,10.61,2.09,1.49,82.16,2
0.0544585780632956,0.0288530861428277,0.0001665924517979,0.0002114947177277,0.0963777190718489,0.0066146587432834,0.0063296050326056,0.0084861246448558,0.0832533417123988,0.0131243773594501,0.0549830768909428,0.0586016950050416,0.675608473632733,0.211112796207383,0.0546770351548416,0.0336894133473549,0.0073357185013379,0.433645298132378,0.474244312522596,0.0023162505941982,0.0487690069021341,18.3,9.5,8.8,0.0,0.2,0.01,1.5,37.71,161.94,231.27,36.27,11808085.28,1851766.37,162236833.0,192883700.0,30248388.37,2650119802.33,2.28,18.94,15.68,0.52,1.31,2.23,22.77,8.36,1.26,0.04,1.34,6.13,12.05,2.65,1.85,83.45,0
0.0451267079680803,0.0155771253135563,0.0016846114509426,0.0005762311016225,0.0777619039635012,0.0107430016272794,0.0142678965806639,0.0080995574582398,0.0577988786954938,0.0199630252680074,0.165252554325704,0.168800619614352,0.725811590477015,0.0604690327887023,0.0449187571199296,0.03731988848432,0.0626360995220623,0.234218836015503,0.631661995340783,0.0038276928121195,0.0303354878252113,22.69,21.67,1.02,0.0,2.34,0.64,2.13,45.11,362.72,136.24,43.19,4096790.82,1298892.45,88323896.24,159051878.82,50427589.41,3429045383.53,2.93,60.68,31.7,8.2,1.99,3.91,43.72,6.29,1.47,0.51,2.58,2.38,24.79,4.84,12.88,100.0,1
0.0484736157229385,0.0178190685293347,0.0030632982016519,0.0006337867340105,0.0842253415499005,0.0098188050534589,0.0116091319737206,0.0136897413018409,0.0660635509862065,0.0181617905636939,0.162289170406152,0.166182584505376,0.73039990078454,0.0616723646193203,0.0417451761671571,0.0325788285451599,0.070752868755271,0.274060779169927,0.58329923844937,0.0040034304016635,0.0353048546786081,22.26,21.38,0.88,0.0,3.25,1.21,0.43,36.99,319.04,135.43,35.14,5191541.14,1347163.75,97444616.5,167333339.78,43421674.56,3140827102.87,3.32,60.44,25.94,5.6,1.81,4.0,42.83,6.99,1.42,0.39,2.23,2.99,23.82,5.5,12.95,100.0,0
0.0582904707064794,0.0145932699050841,0.0010582601585647,0.0008102391083922,0.0896643146813361,0.0108566322300009,0.0126796632842905,0.0113078168018536,0.0731559114450208,0.0165084032363152,0.132015428769132,0.136066457760863,0.729546965610265,0.105463241698137,0.028923334930735,0.0263844709898368,0.12154627564818,0.208330881343843,0.609985191463923,0.0045055445681752,0.0292476637444133,17.89,17.27,0.62,0.0,2.25,0.71,1.87,33.03,253.62,140.77,31.09,5382262.9,1188628.09,96448156.57,168310088.75,37169886.25,3016054416.25,2.86,56.16,22.08,2.13,1.65,3.74,40.01,7.47,1.49,0.15,2.45,3.72,20.05,5.11,9.21,100.0,1
0.058849751750709,0.015609242965955,0.0012218260767642,0.0010179000947842,0.0914470925315584,0.0101982531494087,0.0126989892017572,0.011156826992445,0.0758616825738649,0.0155854099576935,0.132760106773158,0.137425642375652,0.72357640940931,0.103302924998836,0.0356949911825877,0.034844626885126,0.0442000436361879,0.228044377702055,0.658914799205784,0.0052905113970951,0.0287056732073645,17.45,16.93,0.52,0.0,2.14,0.75,1.69,27.41,222.14,125.44,25.49,5734487.96,1165265.18,103363871.51,159621384.0,32435544.67,2877167818.0,2.77,52.49,20.32,1.09,1.55,3.6,38.52,7.66,1.47,0.08,2.4,4.06,21.0,6.01,10.65,96.7,1
0.0555911410188371,0.0148452403509712,0.0028508674255492,0.0012540887634401,0.0898365400511977,0.01113574203932,0.0119758399658178,0.0116024253642613,0.0744202127780038,0.0154163272731939,0.137879293437521,0.141483935207867,0.727138480840845,0.0949451824496269,0.0364323637563251,0.0336254696463337,0.0404312932986176,0.243692754480937,0.640605978710121,0.0057643166169308,0.035880187247059,18.22,17.56,0.66,0.0,2.22,0.98,1.73,23.02,196.7,103.63,21.43,3949699.12,816860.68,72472239.16,142280227.67,29425817.0,2610671439.48,2.8,50.75,20.68,0.16,1.54,3.59,39.91,7.45,1.52,0.01,2.42,3.85,20.7,5.33,10.12,97.2,1
0.0624544596587836,0.0171538314280873,0.001017382173891,0.0018522301788956,0.0986816438196829,0.0129014889606205,0.0119264666436398,0.0119917539478547,0.0827838823400684,0.0158977614796144,0.124402931059776,0.128700988620344,0.733612420637014,0.0983059971678078,0.0393805935748345,0.034915100408239,0.0702716007775946,0.210047991061651,0.634149565990879,0.0071654330892274,0.0434503086724094,16.77,15.9,0.87,0.0,2.59,1.26,1.73,20.11,150.02,96.14,18.53,4022484.75,775340.41,66706361.07,129283658.88,24919633.31,2143959011.69,2.9,43.99,19.27,-0.37,1.58,3.78,38.68,8.24,1.62,-0.03,2.61,4.46,18.73,5.81,9.07,99.99,1
0.0648620806253871,0.0179757296104401,0.0004832523743004,0.0018979527648501,0.0988059957831015,0.0146518936694979,0.0123123509081124,0.010149340119429,0.0879364322617849,0.0108695635213166,0.119847577072668,0.124635889803063,0.721123330052529,0.109098943674078,0.04514183647033,0.0359067800916665,0.0206818076728368,0.266619556798642,0.617213302896045,0.0080702782417477,0.0515082742990617,16.34,15.28,1.06,0.0,2.36,1.06,1.19,12.96,130.63,89.32,11.39,5216231.71,665322.83,81919235.15,122912106.53,15677261.82,1930294955.74,2.2,38.06,12.75,-3.18,1.08,3.58,39.07,8.52,1.35,-0.27,2.84,4.93,16.95,5.21,7.62,95.6,0
0.0704511288195768,0.0209018652310062,0.0002269552891477,0.0001064973073349,0.110820588636747,0.0138350284076143,0.0150459282608103,0.0106731242961296,0.0932190079865434,0.0176015806502033,0.129748527691234,0.133419524776754,0.706148931909357,0.114606855615592,0.0458246876982969,0.037055214561889,0.0220169269404889,0.286958739698225,0.624086578066064,0.0113827604724631,0.0184998745897519,17.17,16.18,0.99,0.0,1.85,0.92,1.98,26.66,183.13,125.85,24.16,5399926.11,1036654.78,78345011.89,142103318.71,27280388.89,2061710839.18,2.96,36.35,19.19,-1.67,1.76,3.98,37.33,9.16,1.91,-0.15,3.07,5.18,18.98,7.17,10.43,95.6,2
0.0762093290954856,0.0234062001700284,0.0003102117317806,0.0001721749324715,0.116079129224137,0.0133830615945545,0.0137610928952265,0.012269519077051,0.0989242035253845,0.0171549256987527,0.135752512920541,0.140247329062147,0.674454537711448,0.147234457273329,0.0380636759530761,0.0336612268674186,0.034613783539574,0.290968214543667,0.605439563287646,0.0126384164290508,0.0226787953326435,18.83,17.77,1.06,0.0,1.98,1.08,1.8,21.65,159.46,113.81,19.51,5479447.13,939074.38,70062476.19,144910998.35,24835024.79,1852891932.23,3.05,31.87,17.13,1.17,1.71,4.24,35.57,10.0,1.59,0.11,2.9,5.76,14.71,4.88,6.84,95.8,1
0.0734355242312771,0.0223413497481112,0.0002907029191806,2.67642638292086e-05,0.109962292258831,0.0128461297380961,0.0119729456306682,0.009509558008495,0.0937040773324727,0.0162583344096789,0.108414983256205,0.113084869361119,0.609708688910717,0.243872865445412,0.033333576282752,0.0263807223698704,0.0176985863569882,0.344989329542048,0.579123467969927,0.0055490443783754,0.0262587298994703,16.05,14.71,1.34,0.0,1.55,0.64,1.81,20.0,126.77,107.72,18.23,5957399.7,1007938.67,73702036.37,184038663.62,31137693.36,2276836363.84,2.66,29.23,16.91,2.48,1.62,3.83,32.65,9.6,1.38,0.23,2.64,5.77,14.66,5.14,6.05,96.15,1
0.0554706199244762,0.0161383627299001,0.0011341816980098,0.0001350023831558,0.0901484476504411,0.0089033667492525,0.0139978878190017,0.0112525698956649,0.0798805059145595,0.0102681034153824,0.101280889677023,0.108066093286485,0.709809548015255,0.14973849957543,0.0323856974433297,0.041864158176876,0.0274064538576405,0.249754408838307,0.651048426890793,0.0054000953262336,0.0245262952306487,15.33,13.61,1.72,0.0,1.4,0.78,0.0,17.21,159.27,107.41,15.13,8456970.92,1191535.27,157917641.46,170096811.32,23965596.23,3176230298.11,2.22,24.32,14.08,-9.6,1.02,2.85,39.44,7.28,1.72,-0.7,2.43,4.43,15.66,2.99,4.44,89.24,1
0.0542252177051889,0.0201638343642918,0.00175635139108,0.0001397027659298,0.0918056726308105,0.0091657341164632,0.011273602320052,0.0097455005950721,0.0826419929667875,0.009163885109267,0.0813639181037732,0.0890724291044415,0.710595859004573,0.16394037403772,0.0363915432985096,0.0605638198187685,0.0255927249373751,0.276975320068282,0.605016520879298,0.0053150739078993,0.0265367458336218,13.72,11.39,2.33,0.0,1.2,0.64,0.0,13.53,115.55,98.96,11.89,7574782.74,909925.54,130634699.1,155362280.33,18662991.63,2679377803.35,1.96,21.98,12.01,-8.33,0.91,2.5,34.25,7.62,1.55,-0.63,2.17,5.11,15.66,4.28,4.99,100.0,0
0.0498670968325149,0.0190341748448484,0.0010173623196473,0.000160622715627,0.0826057856353241,0.0094463521406615,0.0089136669502036,0.0063822631664023,0.0751369570396799,0.0074690839576722,0.0680159315262043,0.0763083026622257,0.62177206436451,0.269055050690639,0.0328645822826249,0.0342121277045073,0.0283497816271617,0.368641389741443,0.542110092188246,0.004502032554062,0.0221845761845797,12.94,11.1,1.84,0.0,0.98,0.59,0.0,10.5,92.02,84.51,9.01,7089400.67,755579.95,117741498.32,139304923.86,14846954.31,2313590558.38,1.43,18.63,10.65,-7.21,0.74,2.09,31.44,7.0,1.25,-0.5,1.95,4.91,0.0,0.0,0.0,83.32,2
0.0521542301498137,0.0191084964571192,0.000367478180983,0.000429831406471,0.0869436404321927,0.011100718906863,0.0097983112975558,0.0056431513836697,0.0793000204769468,0.0076439889092428,0.071427649043579,0.0822546040846897,0.630883663270445,0.25689159947092,0.0299701331739452,0.0537078954310581,0.0263676663475214,0.361290822453802,0.533132253404984,0.0060290772645012,0.0194726540521295,13.13,12.74,0.39,0.0,0.77,0.27,0.0,8.19,75.97,66.56,7.06,5636614.72,597907.65,91050727.27,106726065.57,11321038.25,1723993278.69,1.36,18.46,10.6,-10.04,0.76,2.05,31.93,7.2,1.48,-0.72,2.21,5.15,0.0,0.0,0.0,82.29,1
0.050908167684046,0.0226151668289637,0.0002753188973175,0.0004780986839646,0.0886180639970808,0.010162619497194,0.0119815926511286,0.0047276815840783,0.0835254887047812,0.0050925752922996,0.0885944338322412,0.103544085094971,0.637387976532499,0.214075005440433,0.0378758570056294,0.0538949106120322,0.0116238429462309,0.355936227130946,0.540474076060555,0.0073248015615692,0.0307461416886665,14.64,14.33,0.31,0.0,0.79,0.31,0.0,4.18,69.26,49.68,3.41,4830650.46,331200.86,76603463.19,78582325.58,5387790.7,1246142383.72,1.02,20.43,6.85,-12.45,0.5,1.87,31.62,7.42,1.43,-0.92,2.32,5.55,0.0,0.0,0.0,73.47,2
0.0475634283192681,0.0194950421492531,0.0003247887908522,0.0004543957192683,0.0775913478117644,0.0095716259574904,0.0067171876530885,0.0051503324649154,0.0704282506073396,0.0071630972044248,0.104359035878746,0.123871821833676,0.643445939638659,0.211178288987963,0.0215047210095145,0.0224374280122231,0.0306844403025087,0.425546605648548,0.491905352997584,0.0071877842384088,0.022238388800727,17.11,16.82,0.29,0.0,0.4,0.11,0.0,4.19,63.48,34.77,3.67,4730086.07,499483.59,79164771.38,70345840.0,7428320.0,1177338480.0,1.25,19.71,10.55,-3.81,0.71,1.98,28.94,6.78,0.97,-0.25,1.73,4.79,0.0,0.0,0.0,83.64,1
0.0385591052856399,0.0137849861842313,0.0007943428286684,0.001541369532107,0.0636656813952784,0.0093731154878166,0.0065319805245983,0.0118283036078338,0.0579753207009424,0.0056903606943359,0.066411738098588,0.0672220120717856,0.818418387426546,0.0812983597971214,0.033061248529274,0.0431802952587247,0.052793895911551,0.247101277000952,0.608102725647467,0.007763616056193,0.0410581979498385,15.84,13.34,2.5,0.64,0.07,0.02,0.01,16.73,165.92,134.97,14.05,8826339.83,918530.51,230267103.41,85554334.35,8903381.0,2231995271.55,1.81,41.45,10.4,-6.02,0.56,2.55,45.26,5.46,0.89,-0.32,1.69,2.91,16.49,0.67,0.83,79.73,1
0.0433214871178736,0.0147807172621335,0.0012558111842028,0.0016573986412966,0.0717171772513022,0.009906421155632,0.006736902666679,0.0171381805245801,0.0709996895612456,0.0007174876900565,0.0657889109774396,0.0666851906865742,0.836962451261172,0.0578587228343478,0.0384936352179061,0.0336179888884789,0.0706026201577879,0.226093331545846,0.611322526304831,0.0069382849539371,0.0514252568043943,14.99,12.67,2.32,63.97,8.87,3.09,0.07,4.14,148.8,136.15,1.6,8596958.79,101092.46,204060663.18,84831603.01,997542.96,2013594991.7,1.85,40.15,1.17,-16.36,0.07,2.49,48.69,6.1,1.07,-0.99,1.77,3.6,14.66,0.5,0.54,100.0,1
0.0467355079583007,0.0156292576508517,0.0015275121280004,0.0017287876061977,0.0745313267758946,0.0075735404254707,0.0066049896282588,0.0165342200439631,0.0740596256970456,0.0004717010788489,0.061257353213471,0.0620565306871437,0.816971889279107,0.0803765977676851,0.0405949822660637,0.0281936371316622,0.0770827132535541,0.237162906323252,0.596002660021346,0.0076769762961636,0.0538810983378131,13.3,10.71,2.59,71.6,9.4,3.13,0.06,4.77,155.3,164.22,1.18,9015300.24,64803.99,194120422.81,79747748.74,573244.65,1717154869.44,1.77,35.28,0.71,-12.85,0.04,2.37,43.13,6.56,0.89,-0.84,1.56,4.19,13.57,0.34,0.33,100.0,1
0.0440326822174083,0.0163725048573126,0.0022218028101349,0.001100811613606,0.0717874577746068,0.0064522551836303,0.0068355392161256,0.0167138419902805,0.0712323655925819,0.0005550921820249,0.0581452786562241,0.0588243805213758,0.81779772631415,0.0860465866670832,0.0308753892828488,0.0341384893021321,0.0801138277006773,0.23342000139823,0.600289761396919,0.0089505925447708,0.0430873532658785,13.42,11.55,1.87,63.74,9.61,3.33,0.06,5.07,173.24,187.68,1.63,8926822.47,77756.3,198641972.49,88907834.94,774423.9,1978400238.3,1.78,35.03,0.87,-11.77,0.05,2.36,43.41,6.37,0.8,-0.75,1.44,4.0,14.33,0.74,0.69,100.0,1
0.0403747628974937,0.0144724490675878,0.003353876071377,0.0024219035514414,0.0698690362081643,0.0063984325994993,0.0065325298645581,0.0200519091832487,0.0732465650648749,-0.0033775149678172,0.0595339217955583,0.0602705331419758,0.821270845683742,0.0869055416503813,0.0315530795239004,0.0315272878489947,0.0974968922559516,0.226645252956122,0.593655509084399,0.0074547107146992,0.0432203471398331,12.13,10.46,1.67,64.03,12.26,5.49,-0.34,-5.92,163.64,164.6,-9.17,7936098.51,-442147.67,185226664.31,79840025.24,-4448165.72,1863447327.05,1.72,35.81,-5.57,-20.82,-0.33,2.15,48.92,6.06,0.92,-1.26,1.41,3.9,15.32,0.87,0.86,100.0,2
0.0396098771201318,0.015249251441359,0.002865060329807,0.0030060208490321,0.0704557804044932,0.0066742467304427,0.0059683791952232,0.0138038124877118,0.068465294109842,0.0019904862946512,0.0573356875970659,0.0580006844967979,0.865874878694083,0.0440531340135761,0.0320713027955428,0.032783157015397,0.183759126204234,0.186552202407735,0.551550981613366,0.0082869099039364,0.0370676084642625,13.17,10.79,2.38,59.24,10.46,4.72,0.2,8.2,174.44,182.65,5.99,8050349.07,263856.54,187892864.56,76993121.33,2523510.31,1796997620.87,1.63,32.15,3.27,-12.73,0.19,1.94,38.58,6.07,0.97,-0.77,1.33,4.12,15.39,0.99,0.95,75.93,2
0.0443808070249943,0.0158975184832212,0.0019451381436537,0.0034047960691146,0.0730739629127311,0.0074146624856444,0.0051294319991668,0.0211671251873464,0.0811104970492859,-0.0080365341365547,0.0591871940464759,0.0598754814884191,0.855016353864526,0.0498553360105793,0.0352528286364753,0.0322805767637257,0.167160949695467,0.1794083105205,0.571616956256794,0.0093148631003576,0.040218343663156,13.17,10.79,2.39,59.24,9.99,5.06,-0.78,-21.18,173.99,190.7,-23.35,8469902.04,-1037184.46,184119500.3,81054594.19,-9925565.31,1761972134.84,1.36,26.36,-12.24,-23.59,-0.8,1.89,47.15,6.56,0.74,-1.54,1.32,4.66,14.07,0.85,0.77,100.0,2
0.0430813612329875,0.0135681473500519,0.0021675731730249,0.0012727616407283,0.0662465853474157,0.0059600255136952,0.0042971177650327,0.0091143697336132,0.0614934602798884,0.0047531390537652,0.05509429486668,0.0557146684376973,0.86373344020684,0.0493214611618605,0.0312304301936024,0.0314530911019484,0.176037154720869,0.171079271129587,0.598702091103417,0.0040208336203425,0.018707558323836,12.6,9.87,2.74,57.53,3.72,1.89,0.49,16.86,179.62,193.72,15.32,8700951.23,688248.88,211759217.1,81155188.89,6419409.33,1975112697.77,1.43,26.38,7.91,-2.33,0.47,1.84,29.96,6.0,0.61,-0.14,1.07,4.16,15.51,0.91,0.84,78.57,2
0.0422712638531838,0.0131856410448007,0.0023257762914835,0.0012611892142727,0.0658106927635508,0.006277015261745,0.0040216857949406,0.0072022856310024,0.0589250994227439,0.0068855933408069,0.0539116842760731,0.0545647199724314,0.862608767827569,0.0558191313712432,0.0270073959916545,0.028247099379287,0.170201742207896,0.176060443436226,0.60197586512408,0.0041457183015861,0.0193691315509235,12.28,9.28,3.0,56.26,2.94,1.52,0.75,113.45,835.56,904.15,105.44,8464970.22,987170.5,209973739.55,78921178.56,9203654.24,1957641263.28,1.44,25.74,11.66,0.2,0.68,1.81,27.38,5.9,0.67,0.01,1.08,4.09,15.87,0.86,0.8,79.66,0
0.0472772518629025,0.0136773995119014,0.0026374091212223,0.0007369107729523,0.0709646591344914,0.0063049288125075,0.0040144538982888,0.0082583391052131,0.0627752426346207,0.0081894164998706,0.0576583377600252,0.0584305779936317,0.866117062349315,0.0485789770810679,0.0268733825759852,0.0245863802936983,0.131497294344523,0.221871425473736,0.599825447242094,0.0044835699182637,0.0177358827276843,13.3,10.13,3.17,55.41,2.4,1.28,0.9,113.16,756.64,833.02,106.05,8164761.62,1039417.28,186060383.78,81173095.94,10333763.84,1849790365.31,1.69,25.31,12.73,2.41,0.81,2.06,26.95,6.43,0.66,0.15,1.08,4.36,14.65,0.9,0.81,79.78,0
